Mach mean,Mach std_dev,Po mean,Po std_dev,mdot mean,mdot std_dev,Velocity Mean,Velocity std_dev,Density Mean,Density std_dev,Re
1.9150769230769236,0.001384615384615383,26.652615384615384,1.0859010347168894,6.459871794871796,0.2522944128254375,521.02575,0.4826612036408096,0.5084500000000001,0.01985692574393128,2256742.799906932
1.9186206896551723,0.001518024876072754,26.321241379310347,0.9445924738933865,6.316724137931034,0.22289674376912177,521.02575,0.4826612036408096,0.5084500000000001,0.01985692574393128,2256742.799906932
1.9176999999999997,0.0015524174696259978,26.3937,0.9366491392191637,6.345433333333333,0.21699334603213585,521.02575,0.4826612036408096,0.5084500000000001,0.01985692574393128,2256742.799906932
1.919142857142857,0.0012936264483053295,27.138795918367347,1.2285515941852736,6.47738775510204,0.28667629589063104,521.02575,0.4826612036408096,0.5084500000000001,0.01985692574393128,2256742.799906932
1.916178571428571,0.001364173518198863,28.439892857142862,0.46088946143654125,6.8180000000000005,0.11116782679483173,521.02575,0.4826612036408096,0.5084500000000001,0.01985692574393128,2256742.799906932
1.9195217391304351,0.0013308893795664324,27.125065217391306,1.2339904058920588,6.462934782608695,0.2885737342422522,521.02575,0.4826612036408096,0.5084500000000001,0.01985692574393128,2256742.799906932
1.9174999999999998,0.0016503588126605395,26.587184210526317,1.112032843496023,6.381289473684212,0.2636992812690779,521.02575,0.4826612036408096,0.5084500000000001,0.01985692574393128,2256742.799906932
1.918435897435898,0.0013736507934337275,26.69712820512821,1.086543075703084,6.382128205128204,0.25838742323596564,521.02575,0.4826612036408096,0.5084500000000001,0.01985692574393128,2256742.799906932
1.9198461538461538,0.0013211972336398287,26.14996153846154,0.7985377733356058,6.227269230769229,0.1871820499473312,521.02575,0.4826612036408096,0.5084500000000001,0.01985692574393128,2256742.799906932
1.9136888888888892,0.0009146273612114077,26.874644444444442,1.154037475909023,6.5183777777777765,0.266426332439727,521.02575,0.4826612036408096,0.5084500000000001,0.01985692574393128,2256742.799906932
1.9167777777777777,0.001099943881845745,26.178407407407413,0.8153889896175777,6.286444444444446,0.18953301937155645,521.02575,0.4826612036408096,0.5084500000000001,0.01985692574393128,2256742.799906932
1.914605263157895,0.0013867696975005733,26.585763157894736,0.9969990876364544,6.399684210526314,0.23361034868740388,521.02575,0.4826612036408096,0.5084500000000001,0.01985692574393128,2256742.799906932
1.9154250000000002,0.0010928746497197328,26.748699999999996,1.0811218293975937,6.411525,0.2561720113029525,521.02575,0.4826612036408096,0.5084500000000001,0.01985692574393128,2256742.799906932
